college_name,institute_code,year,counselling_system,round,seat_allocation_type,official_branch_name,normalized_branch,category,category_rank_type,quota,gender_pool,opening_rank,closing_rank,percentile,score,rank_type,source_id,source_page
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,OPEN (PwD),JEE Advanced CRL-PwD,AI,Gender-Neutral,54,61,,,JEE Advanced CRL-PwD,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,SC,JEE Advanced SC category rank,AI,Female-only (including Supernumerary),480,662,,,JEE Advanced SC category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,SC,JEE Advanced SC category rank,AI,Gender-Neutral,82,212,,,JEE Advanced SC category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,ST,JEE Advanced ST category rank,AI,Female-only (including Supernumerary),187,218,,,JEE Advanced ST category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,ST,JEE Advanced ST category rank,AI,Gender-Neutral,19,74,,,JEE Advanced ST category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",Electrical Engineering (Power and Automation),EWS,JEE Advanced EWS category rank,AI,Female-only (including Supernumerary),479,479,,,JEE Advanced EWS category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",Electrical Engineering (Power and Automation),EWS,JEE Advanced EWS category rank,AI,Gender-Neutral,161,190,,,JEE Advanced EWS category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",Electrical Engineering (Power and Automation),OBC-NCL,JEE Advanced OBC-NCL category rank,AI,Female-only (including Supernumerary),1081,1530,,,JEE Advanced OBC-NCL category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",Electrical Engineering (Power and Automation),OBC-NCL,JEE Advanced OBC-NCL category rank,AI,Gender-Neutral,484,578,,,JEE Advanced OBC-NCL category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",Electrical Engineering (Power and Automation),OPEN,JEE Advanced CRL,AI,Female-only (including Supernumerary),1894,2213,,,JEE Advanced CRL,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",Electrical Engineering (Power and Automation),OPEN,JEE Advanced CRL,AI,Gender-Neutral,589,792,,,JEE Advanced CRL,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",Electrical Engineering (Power and Automation),OPEN (PwD),JEE Advanced CRL-PwD,AI,Gender-Neutral,112,112,,,JEE Advanced CRL-PwD,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",Electrical Engineering (Power and Automation),SC,JEE Advanced SC category rank,AI,Female-only (including Supernumerary),784,813,,,JEE Advanced SC category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",Electrical Engineering (Power and Automation),SC,JEE Advanced SC category rank,AI,Gender-Neutral,217,355,,,JEE Advanced SC category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",Electrical Engineering (Power and Automation),ST,JEE Advanced ST category rank,AI,Female-only (including Supernumerary),356,356,,,JEE Advanced ST category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",Electrical Engineering (Power and Automation),ST,JEE Advanced ST category rank,AI,Gender-Neutral,143,172,,,JEE Advanced ST category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Energy Engineering (4 Years, Bachelor of Technology)",Energy Engineering,EWS,JEE Advanced EWS category rank,AI,Female-only (including Supernumerary),2017,2017,,,JEE Advanced EWS category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Energy Engineering (4 Years, Bachelor of Technology)",Energy Engineering,EWS,JEE Advanced EWS category rank,AI,Gender-Neutral,398,560,,,JEE Advanced EWS category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Energy Engineering (4 Years, Bachelor of Technology)",Energy Engineering,OBC-NCL,JEE Advanced OBC-NCL category rank,AI,Female-only (including Supernumerary),4019,5238,,,JEE Advanced OBC-NCL category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Energy Engineering (4 Years, Bachelor of Technology)",Energy Engineering,OBC-NCL,JEE Advanced OBC-NCL category rank,AI,Gender-Neutral,1086,1959,,,JEE Advanced OBC-NCL category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Energy Engineering (4 Years, Bachelor of Technology)",Energy Engineering,OPEN,JEE Advanced CRL,AI,Female-only (including Supernumerary),5324,5965,,,JEE Advanced CRL,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Energy Engineering (4 Years, Bachelor of Technology)",Energy Engineering,OPEN,JEE Advanced CRL,AI,Gender-Neutral,1774,2785,,,JEE Advanced CRL,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Energy Engineering (4 Years, Bachelor of Technology)",Energy Engineering,SC,JEE Advanced SC category rank,AI,Female-only (including Supernumerary),1702,1702,,,JEE Advanced SC category rank,S001,
